sentence,label
新西兰朝野两党一样“红”均被揭发收取中共捐献,-1
深入贯彻新时代党的组织路线为贯彻落实党的方针政策提供坚强组织保证,1
健全党统一领导全面覆盖权威高效的监督体系,1
叙利亚执政党领导的全国进步阵线赢得议会多数席位,1
深刻认识坚持和加强党的领导的历史逻辑,1
薛峰工贸临时党支部活跃在抗洪前线,1
韩国执政党共同民主党党鞭：青瓦台应迁出首尔,0
砂人联党宣布已获20议席候选人名单,0
盛港市镇会交接行动党工人党后天面谈,0
思想纵横：加强和改善党对脱贫攻坚的领导,1
“党管互联网”的广东实践,0
旗帜鲜明地把党的绝对领导贯彻到法治黑龙江建设的各方面全过程,1
中共中央总书记、国家主席习近平同柬埔寨人民党主席、政府,0
党应对磨难与挑战的实践进程及历史启示,0
拒坐国会执政党区土团开除沙鲁丁,-1
“党支部+合作社+贫困户”模式带动群众脱贫致富,1
下乡问选民会接受民政党候选人吗,0
习近平心里没底了疑警告党内：要死一起死,-1
“难忘下党”学习教育基地开工,1
大凶之兆！习近平保党抛新定位,-1
使命在肩不负人民党的领导为脱贫攻坚“领航”“定盘”,1
推动党的创新理论深入人心,1
天灭中共退党保命退党中心教你如何退党,-1
在防汛救灾中充分发挥基层党组织战斗堡垒作用和广大党员先锋,1
党是最高政治领导力量,1
开封市各级党组织“七个一”系列活动开展得如火如荼,1
鄱阳县“两新”党组织凝聚力量抗洪救灾,1
离乡不离党流动不流浪沅陵,0
北京丰台首个物管会功能型党支部正式成立,1
梁文辉和潘群勤卸前进党职务专注履行非选区议员职责,0
如何锻造坚强有力的党组织聆听习近平妙喻箴言,1
在党的领导下，筑牢防疫大堤,1
党的自我革命的哲学依据理论,0
柳州机场直属党支部与河池机场党支部开展党建交流活动,1
“龙潭后三杰”的红色情报传奇,0
他把一切献给党,1
全省地厅级领导干部学习贯彻党的十九届四中全会精神轮训班开班,1
吴英杰：坚决落实好党中央关于全面依法治国的决策部署不断开创新时代西藏长足发展和长治久安新局面,1
经党中央批准、国务院批复国务院,0
隽语醒世！重温习近平对“离党中央最近”机关党建的重要论述,1
以习近平同志为核心的党中央关心澳门发展纪实,1
朝鲜召开劳动党中央政治局会议部署疫情防治,0
以习近平同志为核心的党中央关心教师队伍建设纪实,1
完善坚定维护党中央权威和集中统一领导的各项制度,1
李锦斌：坚决贯彻以习近平同志为核心的党中央决策部署全力抓“稳”“保”促脱贫扩内需增动能惠民生夺胜利,1
工商银行召开2020年年中工作会议,0
民进党中央党职改选亲蔡英文“英系”险保两席,0
党中央成立应对疫情工作领导小组全文,0
纪检监察机关围绕党中央决策部署强化任务清单落实把握重点,1
孙志刚：坚决落实党中央关于全面依法治国决策部署以施行民法典为契机更好发挥法治保障作用,1
两会受权发布曲凤宏委员代表农工党中央发言：以水定需量水,0
坚决把党中央各项决策部署抓实抓细抓落地,1
转战陕北的神秘“四大队”党中央,0
交出让总书记和党中央满意的历史答卷,1
王东峰：深入贯彻习近平总书记重要指示和党中央决策部署奋力开创河北新型城镇化和城乡融合发展新局面,1
深入贯彻习近平总书记重要讲话精神和党中央决策部署进一步研究我省贯彻落实工作,1
坚决把思想和行动统一到党中央决策部署上来,1
许勤：坚定不移落实好党中央国务院决策部署坚决克服疫情影响夺取脱贫攻坚战全面胜利,1
7月1日起预备役部队改由党中央、中央军委集中统一领导,0
金正恩主持召开劳动党中央军委扩大会议,0
阳光照耀奋飞的航程党中央、中央军委和习主席关心人民空军建设发展纪实,1
在应对大战大考中交出让党中央满意答卷,1
外交部副部长马朝旭介绍党中央关心关爱海外中国留学人员有关,1
切实把思想和行动统一到党中央的决策部署上来进一步凝聚起推动西藏长足发展和长治久安强大合力吴英杰主持,1
习近平寄语广大少年儿童,1
落实落细落地党中央各项改革任务推动制度优势更好转化为治理,1
北韩举行劳动党中央军事委员会扩大会议讨论加强战争遏制力方案,0
围绕党中央重大决策部署陕西推进政治监督具体化,1
团结带领广大人民群众坚决贯彻落实党中央决策部署紧紧依靠人民群众坚决打赢疫情防控阻击战,1
陈全国：落实落细落地党中央各项改革任务推动制度优势更好转化为治理效能,1
中央和国家机关创建让党中央放心、让人民群众满意的模范机关,1
陈敏尔：坚决听从党中央指挥坚决服从大局需要全力以赴完成对口支援湖北孝感新冠肺炎防治任务,1
落实党中央重大决策部署不力的县委书记，被双开,-1
从党中央到小村庄，“五级书记”同框大有文章,0
埃尔多安总统主持召开正发党中央执行委员会会议,0
以习近平同志为核心的党中央二〇一九年推进党内法规制度建设综述,0
从党中央到小村庄，“五级书记”同框大有文章,0
重庆市委：坚决拥护党中央对邓恢林进行审查调查的决定,1
党中央决定成立的小组又设一专项组，组长亮相,0
王东峰：深入贯彻习近平总书记重要指示精神和党中央决策部署奋力开创新时代河北人大工作新局面,1
两会受权发布李克强说，新冠肺炎疫情发生后，党中央将疫情防控作为头等大事来抓,0
坚定不移把党中央决策部署抓实抓细抓到位持续推动经济社会在,1
楼阳生：坚定不移落实党中央决策部署坚决打好打赢疫情防控阻击战,1
坚决把党中央对困难群众的关怀落到实处,1
沙巴火箭国州议员联署促党中央支持沙菲益任相,0
吴英杰：坚定坚决地贯彻落实党中央决策部署向党和各族群众兑现庄严承诺,1
政治局召开常委会！党中央成立疫情工作领导小组，全面加强防,0
党中央成立应对疫情工作领导小组向多地派指导组,0
王东峰：深入贯彻习近平总书记重要指示和党中央决策部署高标准高质量完成今年征兵政治任务,1
习近平主持中央政治局常委会会议党中央成立应对疫情工作领导,0
十一世班禅向党中央敬献唐卡,1
以习近平同志为核心的党中央推进全面依法治国纪实,1
以习近平同志为核心的党中央引领中国经济高质量发展述评,1
李锦斌：认真贯彻以习近平同志为核心的党中央决策部署按期高质量完成安徽省长江流域禁捕退捕目标任务,1
唐一军：积极响应全力以赴坚决完成党中央交给的对口支援任务,1
国家安全部党委学习贯彻党中央建立健全香港维护国家安全的,1
赵克志：深入贯彻落实党中央关于西藏工作的重大决策部署确保西藏和谐稳定和长治久安,1
吴英杰：坚定坚决地贯彻落实党中央决策部署向党中央和各族群众兑现庄严承诺,1
传达学习近期党中央国务院和省委省政府决策部署和重要会议精神,1
习近平主持常委会自许党中央有权威,0
最新：党中央成立疫情工作领导小组，北京市省际道路客运全部停运，全国旅行社团队游全部暂停,0
为党中央重大决策部署保驾护航,1
党中央、国务院邀请优秀专家人才代表北戴河休假侧记,1
阿都哈林：坚持党中央立场坚定支持安华任相！,1
市场监管总局全面推进“让党中央放心、让人民群众满意的模范机关”创建工作,1
宋涛同老挝人革党中央对外联络部部长顺通通电话,0
何维率农工党中央调研组在滇开展脱贫攻坚民主监督专题调研,1
“不能回到计划经济的老路上去”凸显党中央战略定力,1
坚决贯彻党中央决策部署充分发挥统一战线优势作用,1
肖钢：党中央从来没有像今天这样重视资本市场,1
张国智：党中央应对卢界燊采取纪律行动,0
党中央的决心有多大看习近平这10段话！,1
坚持人民军队最高领导权和指挥权属于党中央,1
定了！党中央成立应对疫情工作领导小组含视频,0
林铎：坚决贯彻落实党中央决策部署夺取精准脱贫攻坚战最后胜利,1
振聋发聩！持续解决困扰基层的形式主义问题，党中央强调了,1
坚决拥护党中央国务院对事故的处理决定深刻检查举一反三标本兼治推动安全发展,1
努力建设让党中央放心、让人民群众满意的模范机关,1
老挝人革党中央总书记、国家主席本扬会见王毅,0
现钞运营费一年高达900亿农工党中央：加快“现钞数字化”,0
省政协召开庆祝建党99周年暨创建“让党中央放心、让人民群众,1
云南：坚决贯彻党中央决策部署坚决打赢疫情防控阻击战,1
陈敏尔：把党中央部署的各项改革任务落实好推动制度优势更好地转化为治理效能,1
肖捷：建设让党中央放心让人民群众满意的模范机关,1
访巴基斯坦正义运动党中央新闻书记贾瓦德,0
王东峰：深入贯彻习近平总书记重要指示和党中央决策部署努力建设贯彻落实新发展理念的创新发展示范区,1
张庆伟：坚决把党中央决策部署抓实抓细抓落地奋力夺取疫情防控和经济社会发展双胜利,1
金正恩主持劳动党中央军事委员会扩大会议时隔22天公开露面,0
坚持守土有责强化精准监督确保党中央决策部署不折不扣贯彻落实,1
全面落实党中央印发的《党委党组落实全面从严治党主体责任,0
经习近平和党中央批准，孙春兰率中央指导组离鄂返京,0
沿着中国特色强军之路阔步前进党中央、中央军委领导推进国防和军队建设70年纪实,1
刘奇：不折不扣完成党中央下达的对口支援随州任务与随州人民风雨同舟坚决打赢疫情防控阻击战,1
湖北省长：坚决拥护党中央决定全力支持应勇工作,1
坚定维护党中央权威和集中统一领导,1
刘惠：围绕党中央重大决策部署强化政治监督,1
朝鲜劳动党中央军事委员会举行视频会议金正恩主持,0
金正恩昨主持召开劳动党中央军委扩大会议,0
习近平同老挝人民革命党中央总书记、国家主席本扬通电话,0
中国共产党黑龙江省第十二届委员会第七次全体会议决议,0
99岁，中国共产党永葆青春活力,1
12种革命精神，彰显中国共产党人的信仰底色,1
中国共产党鹤壁市第九届委员会第十次全体会议决议,0
中国共产党，无愧为人民群众的主心骨,1
蓬佩奥称每天都在揭露中国共产党掩盖病毒的真相，外交部援引,-1
中国共产党的第一部党章是如何保存下来的,0
延安时期中国共产党如何涤荡污名化,-1
专访：中国的稳定和发展离不开中国共产党领导访柬埔寨政府发言人帕西潘,1
湖北省卫生健康委庆祝中国共产党成立99周年暨“七一”表彰会议,1
省卫健委召开庆祝中国共产党成立99周年暨“七一”表彰会,1
修正中国外交部称美国禁止中国共产党党员赴美实属荒唐,-1
开封各级党组织开展庆祝中国共产党成立99周年“七个一”系列活动,1
习近平：中国共产党领导是中国特色社会主义最本质的特征,1
延安精神培育了一代代中国共产党人是我们党的宝贵,1
市政协开展庆祝中国共产党成立99周年暨书香政协建设主题读书交流活动王启尧出席,1
焦点：特朗普政府考虑禁止所有中国共产党党员和家属赴美,-1
为什么许多中国共产党早期领导人有旅欧经历,0
中国共产党内蒙古自治区第十届委员会第十二次全体会议公报,0
专访：中国共产党是中国经济社会发展的领路人访古巴国际政治研究中心学者何塞罗瓦伊纳,1
习近平阐述“中国共产党领导是中国特色社会主义最本质的特征”,1
中国共产党吉林省第十一届委员会第七次全体会议,0
庆祝中国共产党成立99周年红色电影展映活动启动,1
"奋斗九十九载,中国共产党依旧正青春",1
九张海报，映照中国共产党人的“久久初心”,1
勇于自我革命：中国共产党永葆活力之道,1
中国共产党党员人数最新统计截至2019年底,0
吉林省委网信办召开庆祝中国共产党成立99周年专题议党会议,1
多国人士：中国共产党执政为民树立榜样,1
【战“疫”说理】抗击疫情彰显中国共产党的领导力,1
中原银行开封分行组织党员代表开展纪念中国共产党建党99周年,1
中国共产党发起组成立地明日开放，上海正让红色记忆焕发新生,1
《党校公开课》第一讲：中国共产党的文化使命,0
习近平总书记阐述“中国共产党领导是中国特色社会主义最本质,0
讲好中国共产党的故事理论,0
7月1日为何成为中国共产党成立纪念日,0
中国共产党洛阳市第十一届委员会第十三次全体扩大会议召开,0
市政协举办庆祝中国共产党成立99周年书法作品展,1
中国共产党从胜利走向胜利的重要法宝,1
战疫彰显中国共产党人一脉相承的精神特质,1
李君如：这是美国许多人误解中国和中国共产党的重要原因！,0
中国共产党发起组成立地《新青年》编辑部旧址完成修缮7月1日起对外开放,0
中国共产党的领导是中国发展的根本保证,1
认真贯彻执行《中国共产党党组工作条例》充分发挥好人大职能作用,1
外国政党政要高度评价中国共产党在国际抗疫合作中的作为担当,1
甘肃省委印发《实施细则》贯彻落实《中国共产党政法工作条例》,0
港府要求新入职公务员变相向中国共产党宣誓效忠,0
新时代中国共产党人的人民观,0
美媒：美国考虑对所有中国共产党员实施旅行禁令,-1
内蒙古自治区党委印发《内蒙古自治区党委贯彻<中国共产党农村,0
“党课开讲啦”演绎上海静安红色往事,0
中国共产党的领导优势和组织特征,1
【外国人眼中的中国共产党】中国共产党99周年华诞这些外国人送上祝福,1
冬运中心召开座谈会热烈庆祝中国共产党成立99周年,1
疫情袭来，中国共产党交出新答卷,0
国家大剧院举行庆祝中国共产党成立99周年音乐会,1
中国共产党为什么要把革命进行到底,0
省委统战部召开庆祝中国共产党成立99周年暨“两优一先”表彰大会,1
庆祝中国共产党成立99周年：全市教育系统党员同上一堂思政课,1
美防长称中国共产党统治下崛起的中国令人忧虑中方回应,-1
中国共产党早期支部制度及其实践,0
专访：“经过新冠疫情淬炼，中国共产党坚持人民至上的本色进一步彰显”访老挝人民革命党中央办公厅副主任京培,1
永远把人民放在最高位置热烈庆祝中国共产党成立九十九,1
“启航中国共产党早期在上海史迹展”在沪展出,1
专访：“中国共产党将人民利益置于首要位置”访斯里兰卡共产党总书记古纳塞克拉,1
庆祝中国共产党成立99周年：党建联盟助力交通重点工程建设,1
受权发布中共中央印发《中国共产党党和国家机关基层组织,0
为什么说中国共产党是世界上最优秀的HR,1
人民性是中国共产党最鲜明的底色,1
中国共产党河南省第十届委员会第十一次全体会议决议,0
谢春涛：中国共产党为什么“能”,0
中国共产党为什么能理论,0
人民日报总编室、中国共产党新闻网联合征集家风故事,0
新疆各地多种方式庆祝中国共产党成立99周年,1
中国共产党党员队伍继续发展壮大,1
中国共产党是爱国主义精神最坚定的弘扬者和实践者,1
陆家嘴街道党工委携手区域单位共同庆祝中国共产党成立99周年,1
中国共产党始终紧紧抓住解决一切问题的基础和关键不放,1
中国共产党参加维护国际安全政党多边视频会议,1
文化和旅游部实施“庆祝中国共产党成立100周年舞台艺术精品,0
朝鲜《劳动新闻》：中国共产党领导的中国未来将更加光明,1
世界逾百政党祝贺中国共产党成立九十九周年,1
十句古语，“典”亮中国共产党人的初心,1
自治区召开庆祝中国共产党成立99周年座谈会陈全国主持并讲话,1
魏小东出席北京市离退休干部纪念中国共产党成立99周年座谈会,0
中方：蓬佩奥之流想割断中国共产党和人民的联系是做“白日梦”,-1
蓬佩奥再次发声挑拨中国共产党与中国人民关系外交部,-1
资阳市市场监管局隆重召开庆祝中国共产党成立99周年暨表彰大会,1
吉林大学原创歌曲《龙耀东方》为中国共产党九十九周年华诞献礼,1
乌干达政党官员：中国共产党人民至上的执政理念是社会经济发展的关键因素,1
省直机关庆祝中国共产党成立99周年暨“两优一先”表彰大会在兰,1
“中国共产党执政能力令人钦佩”,1
党建论坛读懂中国共产党的“民”字密码,0
在南湖红船边谈“红船精神”中国共产党,0
中共中央政治局召开会议审议《中国共产党军队党的建设条例》和《中国共产党基层组织选举工作条例》习近平主持会议,0
一路赶考一路大考写在中国共产党成立99周年之际,0
中国共产党领导是中国特色社会主义最本质的特征,1
马丁雅克：消除绝对贫困堪称中国共产党改变中国的伟大成就之,1
献礼中国共产党成立100周年电影《1921》今日在一大会址开机,1
全球连屏柯马凯：中国共产党最大的特色是代表人民利益,1
二连浩特机场与联检单位党支部开展共建主题党日活动,0
市社会福利院党支部开展主题党日活动,1
九江职业技术学院机械工程学院教工党支部开展党员志愿服务,1
金叶社区中亨尊品小区党支部书记王辉：党员自筹建阵地,0
梁苑小学党支部开展“5＋N”党日主题活动,1
防汛冲锋在前！临时党支部不“临时”,1
常州市书协党支部“党员教育基地”正式挂牌,1
高标准打造“一村一产业”100个农村党支部示范点东安县支部引路党员带路,1
全区农村党支部标准化规范化建设现场推进会在桂林召开,1
迪庆州林草局两个党支部与挂钩点结对联建,0
不忘初心、警钟长鸣！台州石油玉环党支部开展警示教育活动,1
赣州颐养堂中医院党支部召开党员大会,0
顺河回族区苹中社区党支部：让鲜红的党旗高高飘扬,1
杞县屯庄村党支部：党建引领促乡村振兴,1
中国太保召开党支部标准化规范化建设工作推进大会,1
娄底市公路建设养护中心机关党支部前往李聚奎故居开展主题党,0
深中通道上的海上党支部,0
把党支部建成新时代坚强战斗堡垒,1
突出爱国教育引领思想导向汴京公园党支部开展“庆七一”红色主题教育活动,1
凉亭里的党支部,0
蓬莱出入境边防检查站边检处党支部开展党员汇报思想模拟实操,0
东航武汉公司基层党支部联合开展主题党日,1
福鼎车站派出所党支部联合地方开展“红色教育基地”授牌签约,0
嘉通能源联合党支部与快速路党支部联合开展“弘扬红船精神，争,1
儋州中和镇和平村委会党支部书记李显多：牢抓党建严带队伍因户施策精准帮扶,1
新甸铺镇韩营村党支部迎“七一”重温入党誓词,1
开封市救助管理站党支部开展7月份“5+N”主题党日活动,1
电商独角兽企业美菜集团成立党支部,0
上庄乡中党支部举行新党员入党宣誓仪式,0
民政部办公厅国际司党支部开展向“为民爱民同心战疫决战决胜脱贫攻坚”主题宣讲先进典型学习活动,1
上林县把党支部建在产业链上促脱贫,1
恒丰银行昆明分行第一党支部携手西山区福海街道办开展社区老党员慰问活动,1
广西桂林：农村党支部“遍地开花”,1
尉氏县靳老村党支部：抓好基层党建惠民生,1
全省社区党支部书记省级示范培训班开班,0
谭作钧与所在党支部党员一道到西岗区八一路街道林茂社区开展“迎七一”主题党日活动践行党的群众路线发挥基层党组织战斗堡垒作用提高城市治理体系和治理能力现代化水平,1
黑山北车站派出所党支部开展迎“七一”主题党日活动,1
濮阳第一党支部纪念馆重新开馆,1
各地党支部开展庆“七一”纪念活动,1
张太原参加所在党支部“七一”主题党日活动,1
乌海机场第四党支部开展“安全月排隐患”主题党日活动,1
“党建+协会”淮安市首家摄影家协会党支部成立,1
利辛县委办公室党支部召开党员大会暨七月份主题党日活动,1
市审计局第二党支部被表彰为全市先进党组织,1
韶关武江“两新”党支部再添新成员！,1
袁丽娟到南涧县挂钩联系党支部调研,0
燃！海淀核酸检测点建起战旗党支部,1
市医保中心党支部：支部书记讲党课守正创新谱新篇,1
太原市水利勘测设计院党支部书记、院长韩建忠接受纪律审查和,-1
南岸：党支部建在小区社区治理无盲区,1
聚焦党支部标准化规范化试点工作助力创建模范机关,1
工作动态自治区计生协党支部集中学习习近平总书记在中央政治局第二十一次集体学习时的重要讲话精神,1
咸安区大幕乡成立青年人才党支部为基层党组织注入青春活力,1
掌好“红旗方向盘”滴滴司机德宏流动党支部成立,1
阮成发参加所在党支部主题党日活动时强调：从习近平总书记考察云南重要讲话中不断汲取智慧和力量在助推云南高质量发展中展现责任和担当,1
省公安厅禁毒总队党支部开展“主题党日”集中学习,1
荣幼党支部：党员爱心在行动慰问抗疫医护人员,1
祥符区运管局党支部积极开展7月份“5＋N”主题党日活动,1
各地机关党支部加强党员教育门内学习门外实战,1
王集镇教育第二党支部开展主题党日活动,1
林芝巴宜区扶贫办党支部“结对联建”助推脱贫攻坚,1
郑州经开区教文体局机关党支部组织召开党员大会,0
赤峰机场第三党支部与内蒙古交通职业技术学院联合开展主题党,1
济南市人民政府政务联播商河:党支部领办合作社撬动乡村振兴新动能,1
党旗飘扬，助力中考九江一中第六党支部开展中考服务志愿岗活动,1
莒南六小党支部：走访贫困学生做实精准扶贫,1
创城加速度顺义区妇联党支部下沉一线150天,0
临商银行星火支行党支部积极落实““三个一”活动,1
宁波空管站气象台党支部开展“廉政宣传教育月”系列活动,1
北肿党建来自抗疫一线党支部书记的医者心声,0
市招商服务中心机关党支部荣获“'六化'先进党支部”称号,1
邮储银行保定清苑支行党支部开展“党员政治生日”主题党日活动,1
福建省直机关工委基层党支部庆党日：对话脱贫攻坚一线，分享,0
济南市莱芜区方下街道中心小学党支部开展党员谈心谈话活动,1
县应急管理局党支部：助力精准防控护航复工复产,1
"农发行通许县支行党支部开展活动迎""七一""",1
国青违纪事件后增设政治教导员恒大党支部书记受聘,0
昆明五华城管规建中队党支部连日来开展了这些活动,0
郑建新参加市政府办党支部主题党日活动,1
临商银行滨海支行党支部开展法制宣传主题党日活动,1
市委市直机关工委党支部组织开展“骑行生态廊道、感受黄河文明”活动努力在开封打造“三区一基地”中彰显新作为,1
省公安厅政治部干部人事处党支部举办专题党课组织全体党员,0
河南辽源律师事务所党支部开展系列活动庆祝中国共产党成立99,1
建党99周年异龙湖管理局党支部积极开展“六个一”系列活动,1
双幼党支部召开接收预备党员大会,0
胡振江赴大兴机场监管局参加党支部工作联系点活动,0
“小区党支部”守好居民“安全之门”,1
包公祠党支部参观《开封战疫》典藏特刊巨报展览,1
中共中央政治局常务委员会召开会议听取疫情防控工作中央指导组工作汇报研究完善常态化疫情防控体制机制中共中央总书记习近平主持会议,0
中共中央政治局常务委员会召开会议习近平主持会议并发表重要,0
受权发布中共中央办公厅国务院办公厅印发《关于构建现代,0
中共中央办公厅国务院办公厅印发通知组织29个工作组开展复工复产情况调研,0
中共中央国务院隆重举行国家科学技术奖励大会习近平出席大会并为最高奖获得者等颁奖,1
中共中央发布重磅文件：民营经济迎七大利好这一词被提12次,1
中共中央印发《关于调整预备役部队领导体制的决定》,0
受权发布中共中央国务院关于新时代加快完善社会主义市场经济体制的意见,0
一图读懂：《中共中央国务院关于新时代加快完善社会主义市场,0
中共中央、全国人大常委会等领导同志分别参加十三届全国人大三次会议代表团分组审议,0
中共中央政治局：推动生物医药、医疗、5G、工业互联网等加快发展,1
中共中央印发《中国共产党基层组织选举工作条例》,0
中共中央国务院中央军委对长五B火箭首飞成功发贺电,1
习近平主持中共中央政治局常务委员会会议研究新型冠状病毒,0
中共中央对外联络部同拉美多国共产党举行视频会议,0
中共中央国务院中央军委将颁发“中国人民志愿军抗美援朝出国作战70周年”纪念章,1
受权发布中共中央印发《中国共产党党员教育管理工作条例》,0
中共中央组织部下发通知要求在元旦春节期间开展走访慰问生活困难党员、老党员、老干部活动,1
中共中央印发《中国共产党农村工作条例》,0
中共中央政治局常务委员会召开会议研究部署防汛救灾工作中共中央总书记习近平主持会议,0
尤权受中共中央委托向党外人士通报中共十九届四中全会精神,0
中共中央国务院中央军委对长征五号B运载火箭首次飞行任务,0
中共中央印发《关于加强党的领导、为打赢疫情防控阻击战提供坚强政治保证的通知》,0
受权发布中共中央办公厅印发《纪检监察机关处理检举控告,0
中共中央总书记、国家主席习近平同柬埔寨人民党主席、政府首相洪森互致信函,0
习近平总书记在中共中央政治局常务委员会会议上的重要讲话,1
中共中央政治局召开会议讨论拟提请十九届四中全会审议的文件中共中央总书记习近平主持会议,0
中共中央国务院关于深化医疗保障制度改革的意见,0
王东峰：紧密团结在以习近平同志为核心的中共中央周围凝心聚力为实现第一个百年奋斗目标作出新贡献,1
中共中央批准：王贺胜同志任湖北省委委员、常委,1
受权发布中共中央关于坚持和完善中国特色社会主义制度推进,1
中共中央办公厅国务院办公厅印发《省自治区、直辖市污染防治,0
中共中央致电祝贺越南共产党成立90周年,1
中共中央办公厅印发《党委党组落实全面从严治党主体责任规定》,0
受权发布中共中央国务院关于营造更好发展环境支持民营企业改革发展的意见,0
中共中央印发《中国共产党党校行政学院工作条例》,0
习近平主持中共中央政治局会议,0
中共中央、国务院：加快发展债券市场,1
中共中央批准：廖国勋同志任上海市委副书记,1
中共中央政治局常务委员会5月6日召开会议习近平主持,0
中共黑龙江省委贯彻落实《中共中央关于坚持和完善中国特色社会主义制度、推进国家治理体系和治理能力现代化若干重大问题的决定》的实施意见,0
中共中央组织部、财政部联合下发通知要求各地区各相关部门做好党员支持新冠肺炎疫情防控自愿捐款资金分配使用工作,0
专访：中共中央政治局为什么学区块链,0
串联25处中共中央早期机关的展览今揭幕走近红色历史弘扬建党,1
尤权受中共中央委托向党外人士通报中央经济工作会议精神,0
中共中央国务院印发《新时代公民道德建设实施纲要》,0
中共中央政治局：完善要素市场化配置体制机制,1
中共中央办公厅、国务院办公厅印发《长城、大运河、长征国家文化公园建设方案》,0
中共中央、国务院：推动超大、特大城市调整完善积分落户政策,1
受权发布中共中央国务院关于支持深圳建设中国特色社会主义先行示范区的意见,0
中共中央组织部印发通知要求抓紧做好在新冠肺炎疫情防控第一,0
中共中央批准：龚正同志任上海市委委员、常委、副书记,1
中共中央政治局召开专题民主生活会强调带头把不忘初心牢记使命作为终身课题始终保持共产党人的政治本色和前进动力中共中央总书记习近平主持会议并发表重要讲话,1
中共中央对外联络部同塞内加尔争取共和联盟举办干部网络研修班,0
受权发布中共中央国务院印发《海南自由贸易港建设总体方案》,0
中共中央印发《中国共产党问责条例》,0
中共中央政治局召开会议研究新冠肺炎疫情防控工作部署统筹做好疫情防控和经济社会发展工作中共中央总书记习近平主持会议,1
中共中央国务院：赋予临港新片区更大自主改革和创新管理权限,1
中共中央办公厅转发《中央宣传部、中央组织部关于认真组织学习〈习近平谈治国理政〉第三卷的通知》,0
中共中央关于追授黄文秀同志“全国优秀共产党员”称号的决定,1
受权发布中共中央国务院关于推进贸易高质量发展的指导意见,0
中共中央政治局召开会议习近平主持,0
中共中央政治局召开会议审议《新时代爱国主义教育实施纲要》和《中国共产党党校行政学院工作条例》中共中央总书记习近平主持会议,0
中共中央办公厅印发《2019－2023年全国党政领导班子建设规划,0
中共中央国务院关于保持土地承包关系稳定并长久不变的意见,0
中共中央台办、国务院台办发言人就台湾地区选举结果发表谈话,0
中共中央政治局常务委员会5月14日召开会议习近平主持会议并,0
信息量巨大！刚刚，中共中央发布重磅文件！110字聚焦资本市场，民营经济迎七大利好，这一词被提12次,1
中共中央印发《中国共产党党内法规制定条例》及《中国共产党党内法规和规范性文件备案审查规定》、《中国共产党党内法规执行责任制规定试行》,0
中共中央办公厅国务院办公厅印发《关于全面加强危险化学品,0
中共中央政治局：加快5G网络、数据中心等新型基础设施建设进度,1
中共中央政治局强调加快5G网络、IDC等新基建建设持续看好科技新基建产业链环节绩优个股,1
中共中央政治局常务委员会召开会议研究加强新型冠状病毒感染的肺炎疫情防控工作中共中央总书记习近平主持会议,0
中共中央召开党外人士座谈会习近平主持并发表重要讲话,1
中共中央印发《中国共产党宣传工作条例》,0
习近平主持召开中共中央政治局会议,0
中共中央召开党外人士座谈会,0
中共中央国务院关于构建更加完善的要素市场化配置体制机制的,0
筑牢中国长治久安的制度根基《中共中央关于坚持和完善中国特色社会主义制度、推进国家治理体系和治理能力现代化若干重大问题的决定》诞生记,1
中共中央办公厅国务院办公厅印发《关于深化新时代教育督导体制机制改革的意见》,0
中共中央、国务院：稳步推进人民币国际化和人民币资本项目可兑换,1
受权发布中共中央国务院印发《长江三角洲区域一体化发展,0
前中共中央党校教授蔡霞：换人中国才有希望,0
习近平主持召开中共中央政治局常委会会议,0
中共中央政治局召开会议,0
两会受权发布中共中央、全国人大常委会等领导同志分别参加十三届全国人大三次会议代表团分组审议,0
朱婷登中共中央直属机构官网成功需要一点“傻”,1
中共中央决定：应勇同志任湖北省委委员、常委、书记,1
原中共中央文献研究室室务委员冯蕙逝世，长期编研毛泽东著作,-1
中共中央批准：刘宁同志任辽宁省委委员、常委、副书记,1
中国发布中共中央：党员代表大会代表名额最多不超300名,0
审议通过《中共中央关于全面深化改革若干重大问题的决定》,0
中共中央组织部印发通知在防汛救灾中充分发挥基层党组织战斗,1
中共中央政治局常务委员会召开会议研究新型冠状病毒肺炎疫情,0
中共中央候补委员王艳玲出任湖北政法委书记,1
中共中央、全国人大常委会、国务院等领导同志分别参加十三届全国人大三次会议代表团分组审议,0
中共中央国务院举行春节团拜会习近平发表讲话,0
中共中央致电祝贺老挝人民革命党成立65周年,1
中共中央办公厅国务院办公厅印发《关于进一步弘扬科学家精神加强作风和学风建设的意见》,0
中共中央政治局召开会议分析研究2020年经济工作研究部署党,0
中共中央组织部关于坚决贯彻落实习近平总书记重要指示精神在打赢疫情防控阻击战中积极主动履职有效发挥作用的通知,0
中共中央组织部人力资源社会保障部民政部中央文明办教育部财政部国家卫生健康委关于引导和鼓励高校毕业生到城乡社区就业创业的通知,0
中共中央、国务院：深化户籍制度改革稳妥推进房地产税立法,1
全文中共中央政治局：加大宏观政策调节和实施力度,1
每经19点中共中央政治局召开会议，分析研究当前经济形势，部署当前经济工作；神州优车出现金融机构和供应商挤兑苗头,0
2020年共青团“童心港湾”项目建设标准专家评审会举行,0
共青团九江市委紧急驰援防汛一线600件救生衣,1
着力解决突出问题推动学校共青团改革再出发,1
共青团频道首推视频《团课》栏目,0
共青团民航西北空管局空管中心召开第一次代表大会,0
